"WijkenEnBuurten","Gemeentenaam_1"
"BU01890007","Wierden                                 "
"BU01890008","Wierden                                 "
"WK018901  ","Wierden                                 "
"BU01890105","Wierden                                 "
"BU01890106","Wierden                                 "
"BU01890107","Wierden                                 "
"BU01890108","Wierden                                 "
"BU01890109","Wierden                                 "
"WK018902  ","Wierden                                 "
"BU01890200","Wierden                                 "
"BU01890209","Wierden                                 "
"WK018903  ","Wierden                                 "
"BU01890300","Wierden                                 "
"BU01890301","Wierden                                 "
"BU01890302","Wierden                                 "
"BU01890303","Wierden                                 "
"WK018904  ","Wierden                                 "
"BU01890405","Wierden                                 "
"BU01890406","Wierden                                 "
"BU01890407","Wierden                                 "
"BU01890408","Wierden                                 "
"BU01890409","Wierden                                 "
"WK018905  ","Wierden                                 "
"BU01890507","Wierden                                 "
"BU01890508","Wierden                                 "
"BU01890509","Wierden                                 "
"GM0296    ","Wijchen                                 "
"WK029600  ","Wijchen                                 "
"BU02960000","Wijchen                                 "
"BU02960001","Wijchen                                 "
"BU02960002","Wijchen                                 "
"WK029601  ","Wijchen                                 "
"BU02960100","Wijchen                                 "
"BU02960101","Wijchen                                 "
"BU02960102","Wijchen                                 "
"BU02960103","Wijchen                                 "
"BU02960104","Wijchen                                 "
"BU02960105","Wijchen                                 "
"BU02960106","Wijchen                                 "
"BU02960107","Wijchen                                 "
"BU02960108","Wijchen                                 "
"BU02960109","Wijchen                                 "
"BU02960110","Wijchen                                 "
"BU02960111","Wijchen                                 "
"BU02960112","Wijchen                                 "
"BU02960113","Wijchen                                 "
"BU02960114","Wijchen                                 "
"BU02960115","Wijchen                                 "
"BU02960116","Wijchen                                 "
"BU02960117","Wijchen                                 "
"BU02960118","Wijchen                                 "
"BU02960119","Wijchen                                 "
"BU02960120","Wijchen                                 "
"BU02960121","Wijchen                                 "
"BU02960122","Wijchen                                 "
"BU02960123","Wijchen                                 "
"BU02960124","Wijchen                                 "
"BU02960125","Wijchen                                 "
"BU02960126","Wijchen                                 "
"BU02960127","Wijchen                                 "
"BU02960128","Wijchen                                 "
"BU02960129","Wijchen                                 "
"BU02960130","Wijchen                                 "
"BU02960131","Wijchen                                 "
"BU02960132","Wijchen                                 "
"BU02960133","Wijchen                                 "
"BU02960134","Wijchen                                 "
"BU02960135","Wijchen                                 "
"BU02960136","Wijchen                                 "
"BU02960137","Wijchen                                 "
"BU02960138","Wijchen                                 "
"WK029602  ","Wijchen                                 "
"BU02960200","Wijchen                                 "
"BU02960201","Wijchen                                 "
"WK029603  ","Wijchen                                 "
"BU02960300","Wijchen                                 "
"BU02960301","Wijchen                                 "
"WK029604  ","Wijchen                                 "
"BU02960400","Wijchen                                 "
"BU02960401","Wijchen                                 "
"BU02960402","Wijchen                                 "
"WK029605  ","Wijchen                                 "
"BU02960500","Wijchen                                 "
"BU02960501","Wijchen                                 "
"WK029606  ","Wijchen                                 "
"BU02960600","Wijchen                                 "
"BU02960601","Wijchen                                 "
"WK029607  ","Wijchen                                 "
"BU02960700","Wijchen                                 "
"BU02960701","Wijchen                                 "
"BU02960702","Wijchen                                 "
"WK029608  ","Wijchen                                 "
"BU02960800","Wijchen                                 "
"BU02960801","Wijchen                                 "
"BU02960802","Wijchen                                 "
"BU02960803","Wijchen                                 "
"GM1696    ","Wijdemeren                              "
"WK169600  ","Wijdemeren                              "
"BU16960000","Wijdemeren                              "
"WK169601  ","Wijdemeren                              "
"BU16960100","Wijdemeren                              "
"BU16960101","Wijdemeren                              "
"BU16960102","Wijdemeren                              "
"BU16960103","Wijdemeren                              "
"WK169602  ","Wijdemeren                              "
"BU16960200","Wijdemeren                              "
"BU16960201","Wijdemeren                              "
"BU16960202","Wijdemeren                              "
"WK169603  ","Wijdemeren                              "
"BU16960300","Wijdemeren                              "
"WK169604  ","Wijdemeren                              "
"BU16960400","Wijdemeren                              "
"BU16960401","Wijdemeren                              "
"BU16960402","Wijdemeren                              "
"WK169605  ","Wijdemeren                              "
"BU16960500","Wijdemeren                              "
"WK169606  ","Wijdemeren                              "
"BU16960601","Wijdemeren                              "
"BU16960602","Wijdemeren                              "
"BU16960603","Wijdemeren                              "
"BU16960604","Wijdemeren                              "
"GM0352    ","Wijk bij Duurstede                      "
"WK035200  ","Wijk bij Duurstede                      "
"BU03520000","Wijk bij Duurstede                      "
"BU03520001","Wijk bij Duurstede                      "
"BU03520002","Wijk bij Duurstede                      "
"BU03520003","Wijk bij Duurstede                      "
"BU03520004","Wijk bij Duurstede                      "
"BU03520005","Wijk bij Duurstede                      "
"BU03520006","Wijk bij Duurstede                      "
"BU03520007","Wijk bij Duurstede                      "
"BU03520008","Wijk bij Duurstede                      "
"BU03520009","Wijk bij Duurstede                      "
"BU03520010","Wijk bij Duurstede                      "
"BU03520011","Wijk bij Duurstede                      "
"WK035201  ","Wijk bij Duurstede                      "
"BU03520100","Wijk bij Duurstede                      "
"BU03520101","Wijk bij Duurstede                      "
"WK035202  ","Wijk bij Duurstede                      "
"BU03520200","Wijk bij Duurstede                      "
"BU03520201","Wijk bij Duurstede                      "
"WK035203  ","Wijk bij Duurstede                      "
"BU03520300","Wijk bij Duurstede                      "
"BU03520301","Wijk bij Duurstede                      "
"GM0294    ","Winterswijk                             "
"WK029400  ","Winterswijk                             "
"BU02940000","Winterswijk                             "
"BU02940001","Winterswijk                             "
"BU02940002","Winterswijk                             "
"BU02940003","Winterswijk                             "
"BU02940004","Winterswijk                             "
"WK029401  ","Winterswijk                             "
"BU02940100","Winterswijk                             "
"BU02940101","Winterswijk                             "
"BU02940102","Winterswijk                             "
"BU02940103","Winterswijk                             "
"BU02940104","Winterswijk                             "
"BU02940105","Winterswijk                             "
"BU02940106","Winterswijk                             "
"BU02940107","Winterswijk                             "
"BU02940108","Winterswijk                             "
"BU02940109","Winterswijk                             "
"BU02940120","Winterswijk                             "
"BU02940121","Winterswijk                             "
"GM0873    ","Woensdrecht                             "
"WK087300  ","Woensdrecht                             "
"BU08730000","Woensdrecht                             "
"BU08730001","Woensdrecht                             "
"BU08730002","Woensdrecht                             "
"BU08730003","Woensdrecht                             "
"BU08730008","Woensdrecht                             "
"BU08730009","Woensdrecht                             "
"WK087301  ","Woensdrecht                             "
"BU08730100","Woensdrecht                             "
"BU08730101","Woensdrecht                             "
"BU08730108","Woensdrecht                             "
"BU08730109","Woensdrecht                             "
"WK087302  ","Woensdrecht                             "
"BU08730200","Woensdrecht                             "
"BU08730201","Woensdrecht                             "
"BU08730208","Woensdrecht                             "
"BU08730209","Woensdrecht                             "
"WK087303  ","Woensdrecht                             "
"BU08730300","Woensdrecht                             "
"BU08730309","Woensdrecht                             "
"GM0632    ","Woerden                                 "
"WK063201  ","Woerden                                 "
"BU06320101","Woerden                                 "
"BU06320102","Woerden                                 "
"BU06320103","Woerden                                 "
"BU06320104","Woerden                                 "
"BU06320105","Woerden                                 "
"BU06320106","Woerden                                 "
"WK063202  ","Woerden                                 "
"BU06320201","Woerden                                 "
"BU06320202","Woerden                                 "
"BU06320203","Woerden                                 "
"BU06320204","Woerden                                 "
"WK063203  ","Woerden                                 "
"BU06320301","Woerden                                 "
"BU06320302","Woerden                                 "
"BU06320303","Woerden                                 "
"BU06320304","Woerden                                 "
"BU06320305","Woerden                                 "
"WK063204  ","Woerden                                 "
"BU06320401","Woerden                                 "
"BU06320402","Woerden                                 "
"WK063205  ","Woerden                                 "
"BU06320501","Woerden                                 "
"BU06320502","Woerden                                 "
"BU06320503","Woerden                                 "
"WK063206  ","Woerden                                 "
"BU06320601","Woerden                                 "
"BU06320602","Woerden                                 "
"BU06320603","Woerden                                 "
"BU06320604","Woerden                                 "
"BU06320605","Woerden                                 "
"BU06320606","Woerden                                 "
"WK063207  ","Woerden                                 "
"BU06320701","Woerden                                 "
"BU06320702","Woerden                                 "
"BU06320703","Woerden                                 "
"WK063208  ","Woerden                                 "
"BU06320801","Woerden                                 "
"BU06320802","Woerden                                 "
"GM1690    ","De Wolden                               "
"WK169000  ","De Wolden                               "
"BU16900000","De Wolden                               "
"BU16900009","De Wolden                               "
"WK169001  ","De Wolden                               "
"BU16900100","De Wolden                               "
"BU16900109","De Wolden                               "
"WK169002  ","De Wolden                               "
"BU16900200","De Wolden                               "
"BU16900209","De Wolden                               "
"WK169003  ","De Wolden                               "
"BU16900300","De Wolden                               "
"BU16900309","De Wolden                               "
"WK169004  ","De Wolden                               "
"BU16900400","De Wolden                               "
"BU16900409","De Wolden                               "
"WK169005  ","De Wolden                               "
"BU16900500","De Wolden                               "
"BU16900509","De Wolden                               "
"WK169006  ","De Wolden                               "
"BU16900600","De Wolden                               "
"BU16900609","De Wolden                               "
"WK169007  ","De Wolden                               "
"BU16900700","De Wolden                               "
"BU16900709","De Wolden                               "
"WK169008  ","De Wolden                               "
"BU16900800","De Wolden                               "
"BU16900801","De Wolden                               "
"BU16900802","De Wolden                               "
"BU16900803","De Wolden                               "
"BU16900804","De Wolden                               "
"BU16900809","De Wolden                               "
"WK169009  ","De Wolden                               "
"BU16900900","De Wolden                               "
"BU16900909","De Wolden                               "
"WK169010  ","De Wolden                               "
"BU16901000","De Wolden                               "
"BU16901009","De Wolden                               "
"WK169011  ","De Wolden                               "
"BU16901100","De Wolden                               "
"BU16901101","De Wolden                               "
"BU16901102","De Wolden                               "
"BU16901103","De Wolden                               "
"BU16901104","De Wolden                               "
"BU16901105","De Wolden                               "
"BU16901109","De Wolden                               "
"WK169012  ","De Wolden                               "
"BU16901200","De Wolden                               "
"BU16901201","De Wolden                               "
"BU16901202","De Wolden                               "
"BU16901203","De Wolden                               "
"BU16901209","De Wolden                               "
"WK169013  ","De Wolden                               "
"BU16901300","De Wolden                               "
"BU16901309","De Wolden                               "
"GM0880    ","Wormerland                              "
"WK088000  ","Wormerland                              "
"BU08800000","Wormerland                              "
"BU08800001","Wormerland                              "
"BU08800002","Wormerland                              "
"BU08800003","Wormerland                              "
"BU08800004","Wormerland                              "
"BU08800005","Wormerland                              "
"BU08800009","Wormerland                              "
"WK088001  ","Wormerland                              "
"BU08800100","Wormerland                              "
"BU08800108","Wormerland                              "
"BU08800109","Wormerland                              "
"WK088002  ","Wormerland                              "
"BU08800200","Wormerland                              "
"BU08800201","Wormerland                              "
"BU08800208","Wormerland                              "
"BU08800209","Wormerland                              "
"GM0351    ","Woudenberg                              "
"WK035100  ","Woudenberg                              "
"BU03510001","Woudenberg                              "
"BU03510002","Woudenberg                              "
"BU03510003","Woudenberg                              "
"BU03510004","Woudenberg                              "
"BU03510005","Woudenberg                              "
"BU03510006","Woudenberg                              "
"BU03510007","Woudenberg                              "
"BU03510008","Woudenberg                              "
"BU03510009","Woudenberg                              "
"BU03510010","Woudenberg                              "
"BU03510011","Woudenberg                              "
"BU03510012","Woudenberg                              "
"GM0479    ","Zaanstad                                "
"WK047911  ","Zaanstad                                "
"BU04791110","Zaanstad                                "
"BU04791120","Zaanstad                                "
"BU04791130","Zaanstad                                "
"WK047912  ","Zaanstad                                "
"BU04791210","Zaanstad                                "
"WK047913  ","Zaanstad                                "
"BU04791310","Zaanstad                                "
"BU04791320","Zaanstad                                "
"WK047914  ","Zaanstad                                "
"BU04791410","Zaanstad                                "
"WK047915  ","Zaanstad                                "
"BU04791510","Zaanstad                                "
"BU04791520","Zaanstad                                "
"WK047916  ","Zaanstad                                "
"BU04791610","Zaanstad                                "
"BU04791620","Zaanstad                                "
"WK047921  ","Zaanstad                                "
"BU04792110","Zaanstad                                "
"BU04792120","Zaanstad                                "
"BU04792130","Zaanstad                                "
"BU04792140","Zaanstad                                "
"WK047922  ","Zaanstad                                "
"BU04792210","Zaanstad                                "
"BU04792220","Zaanstad                                "
"BU04792230","Zaanstad                                "
"WK047923  ","Zaanstad                                "
"BU04792310","Zaanstad                                "
"BU04792320","Zaanstad                                "
"WK047931  ","Zaanstad                                "
"BU04793110","Zaanstad                                "
"WK047932  ","Zaanstad                                "
"BU04793210","Zaanstad                                "
"WK047941  ","Zaanstad                                "
"BU04794110","Zaanstad                                "
"WK047942  ","Zaanstad                                "
"BU04794210","Zaanstad                                "
"BU04794220","Zaanstad                                "
"WK047951  ","Zaanstad                                "
"BU04795110","Zaanstad                                "
"BU04795120","Zaanstad                                "
"BU04795130","Zaanstad                                "
"BU04795140","Zaanstad                                "
"BU04795150","Zaanstad                                "
"BU04795160","Zaanstad                                "
"WK047961  ","Zaanstad                                "
"BU04796110","Zaanstad                                "
"BU04796120","Zaanstad                                "
"BU04796130","Zaanstad                                "
"BU04796140","Zaanstad                                "
"WK047962  ","Zaanstad                                "
"BU04796210","Zaanstad                                "
"BU04796220","Zaanstad                                "
"BU04796230","Zaanstad                                "
"BU04796240","Zaanstad                                "
"WK047971  ","Zaanstad                                "
"BU04797110","Zaanstad                                "
"BU04797120","Zaanstad                                "
"BU04797130","Zaanstad                                "
"WK047972  ","Zaanstad                                "
"BU04797210","Zaanstad                                "
"BU04797220","Zaanstad                                "
"BU04797230","Zaanstad                                "
"WK047981  ","Zaanstad                                "
"BU04798110","Zaanstad                                "
"BU04798120","Zaanstad                                "
"BU04798130","Zaanstad                                "
"BU04798140","Zaanstad                                "
"BU04798150","Zaanstad                                "
"GM0297    ","Zaltbommel                              "
"WK029700  ","Zaltbommel                              "
"BU02970000","Zaltbommel                              "
"BU02970001","Zaltbommel                              "
"BU02970002","Zaltbommel                              "
"BU02970007","Zaltbommel                              "
"BU02970008","Zaltbommel                              "
"BU02970009","Zaltbommel                              "
"WK029701  ","Zaltbommel                              "
"BU02970100","Zaltbommel                              "
"BU02970101","Zaltbommel                              "
"BU02970102","Zaltbommel                              "
"BU02970103","Zaltbommel                              "
"BU02970104","Zaltbommel                              "
"BU02970105","Zaltbommel                              "
"BU02970106","Zaltbommel                              "
"BU02970107","Zaltbommel                              "
"BU02970108","Zaltbommel                              "
"BU02970109","Zaltbommel                              "
"WK029702  ","Zaltbommel                              "
"BU02970200","Zaltbommel                              "
"BU02970201","Zaltbommel                              "
"BU02970202","Zaltbommel                              "
"BU02970203","Zaltbommel                              "
"BU02970204","Zaltbommel                              "
"BU02970207","Zaltbommel                              "
"BU02970208","Zaltbommel                              "
"BU02970209","Zaltbommel                              "
"WK029703  ","Zaltbommel                              "
"BU02970300","Zaltbommel                              "
"BU02970301","Zaltbommel                              "
"BU02970309","Zaltbommel                              "
"GM0473    ","Zandvoort                               "
"WK047301  ","Zandvoort                               "
"BU04730101","Zandvoort                               "
"BU04730102","Zandvoort                               "
"BU04730103","Zandvoort                               "
"BU04730104","Zandvoort                               "
"BU04730105","Zandvoort                               "
"BU04730106","Zandvoort                               "
"BU04730107","Zandvoort                               "
"WK047302  ","Zandvoort                               "
"BU04730201","Zandvoort                               "
"BU04730202","Zandvoort                               "
"BU04730203","Zandvoort                               "
"BU04730204","Zandvoort                               "
"BU04730205","Zandvoort                               "
"BU04730206","Zandvoort                               "
"WK047303  ","Zandvoort                               "
"BU04730301","Zandvoort                               "
"BU04730302","Zandvoort                               "
"WK047304  ","Zandvoort                               "
"BU04730401","Zandvoort                               "
"BU04730402","Zandvoort                               "
"BU04730403","Zandvoort                               "
"BU04730404","Zandvoort                               "
"GM0050    ","Zeewolde                                "
"WK005000  ","Zeewolde                                "
"BU00500000","Zeewolde                                "
"BU00500001","Zeewolde                                "
"BU00500002","Zeewolde                                "
"BU00500003","Zeewolde                                "
"BU00500004","Zeewolde                                "
"BU00500005","Zeewolde                                "
"BU00500006","Zeewolde                                "
"BU00500007","Zeewolde                                "
"BU00500008","Zeewolde                                "
"BU00500009","Zeewolde                                "
"BU00500010","Zeewolde                                "
"GM0355    ","Zeist                                   "
"WK035501  ","Zeist                                   "
"BU03550101","Zeist                                   "
"BU03550102","Zeist                                   "
"BU03550103","Zeist                                   "
"BU03550104","Zeist                                   "
"BU03550105","Zeist                                   "
"WK035502  ","Zeist                                   "
"BU03550201","Zeist                                   "
"BU03550202","Zeist                                   "
"BU03550203","Zeist                                   "
"BU03550204","Zeist                                   "
"BU03550205","Zeist                                   "
"BU03550206","Zeist                                   "
"WK035503  ","Zeist                                   "
"BU03550301","Zeist                                   "
"BU03550302","Zeist                                   "
"BU03550303","Zeist                                   "
"BU03550304","Zeist                                   "
"BU03550305","Zeist                                   "
"BU03550306","Zeist                                   "
"BU03550307","Zeist                                   "
"BU03550308","Zeist                                   "
"BU03550309","Zeist                                   "
"WK035504  ","Zeist                                   "
"BU03550401","Zeist                                   "
"BU03550402","Zeist                                   "
"BU03550403","Zeist                                   "
"BU03550404","Zeist                                   "
"BU03550405","Zeist                                   "
"BU03550406","Zeist                                   "
"BU03550407","Zeist                                   "
"WK035505  ","Zeist                                   "
"BU03550501","Zeist                                   "
"BU03550502","Zeist                                   "
"BU03550503","Zeist                                   "
"BU03550504","Zeist                                   "
"BU03550505","Zeist                                   "
"BU03550506","Zeist                                   "
"BU03550507","Zeist                                   "
"BU03550508","Zeist                                   "
"GM0299    ","Zevenaar                                "
"WK029900  ","Zevenaar                                "
"BU02990000","Zevenaar                                "
"BU02990001","Zevenaar                                "
"BU02990002","Zevenaar                                "
"BU02990003","Zevenaar                                "
"BU02990004","Zevenaar                                "
"BU02990005","Zevenaar                                "
"BU02990006","Zevenaar                                "
"BU02990007","Zevenaar                                "
"BU02990008","Zevenaar                                "
"BU02990009","Zevenaar                                "
"BU02990010","Zevenaar                                "
"BU02990011","Zevenaar                                "
"BU02990012","Zevenaar                                "
"BU02990013","Zevenaar                                "
"BU02990014","Zevenaar                                "
"BU02990015","Zevenaar                                "
"BU02990016","Zevenaar                                "
"BU02990017","Zevenaar                                "
"BU02990018","Zevenaar                                "
"WK029901  ","Zevenaar                                "
"BU02990100","Zevenaar                                "
"BU02990101","Zevenaar                                "
"BU02990102","Zevenaar                                "
"WK029902  ","Zevenaar                                "
"BU02990200","Zevenaar                                "
"BU02990201","Zevenaar                                "
"WK029903  ","Zevenaar                                "
"BU02990300","Zevenaar                                "
"BU02990301","Zevenaar                                "
"BU02990302","Zevenaar                                "
"WK029904  ","Zevenaar                                "
"BU02990400","Zevenaar                                "
"WK029905  ","Zevenaar                                "
"BU02990500","Zevenaar                                "
"WK029906  ","Zevenaar                                "
"BU02990600","Zevenaar                                "
"BU02990601","Zevenaar                                "
"WK029907  ","Zevenaar                                "
"BU02990700","Zevenaar                                "
"BU02990701","Zevenaar                                "
"WK029908  ","Zevenaar                                "
"BU02990800","Zevenaar                                "
"BU02990801","Zevenaar                                "
"WK029909  ","Zevenaar                                "
"BU02990900","Zevenaar                                "
"WK029910  ","Zevenaar                                "
"BU02991000","Zevenaar                                "
"BU02991001","Zevenaar                                "
"WK029911  ","Zevenaar                                "
"BU02991100","Zevenaar                                "
"BU02991101","Zevenaar                                "
"GM0637    ","Zoetermeer                              "
"WK063700  ","Zoetermeer                              "
"BU06370001","Zoetermeer                              "
"BU06370002","Zoetermeer                              "
"BU06370003","Zoetermeer                              "
"BU06370004","Zoetermeer                              "
"WK063701  ","Zoetermeer                              "
"BU06370100","Zoetermeer                              "
"BU06370101","Zoetermeer                              "
"WK063702  ","Zoetermeer                              "
"BU06370200","Zoetermeer                              "
"BU06370201","Zoetermeer                              "
"WK063703  ","Zoetermeer                              "
"BU06370300","Zoetermeer                              "
"BU06370301","Zoetermeer                              "
"WK063704  ","Zoetermeer                              "
"BU06370400","Zoetermeer                              "
"BU06370401","Zoetermeer                              "
"WK063705  ","Zoetermeer                              "
"BU06370500","Zoetermeer                              "
"BU06370501","Zoetermeer                              "
"WK063706  ","Zoetermeer                              "
"BU06370600","Zoetermeer                              "
"BU06370601","Zoetermeer                              "
"WK063708  ","Zoetermeer                              "
"BU06370800","Zoetermeer                              "
"BU06370801","Zoetermeer                              "
"BU06370802","Zoetermeer                              "
"BU06370803","Zoetermeer                              "
"WK063709  ","Zoetermeer                              "
"BU06370902","Zoetermeer                              "
"BU06370903","Zoetermeer                              "
"BU06370904","Zoetermeer                              "
"BU06370905","Zoetermeer                              "
"BU06370906","Zoetermeer                              "
"BU06370907","Zoetermeer                              "
"GM0638    ","Zoeterwoude                             "
"WK063800  ","Zoeterwoude                             "
"BU06380001","Zoeterwoude                             "
"BU06380002","Zoeterwoude                             "
"BU06380003","Zoeterwoude                             "
"BU06380004","Zoeterwoude                             "
"BU06380005","Zoeterwoude                             "
"BU06380006","Zoeterwoude                             "
"BU06380007","Zoeterwoude                             "
"WK063801  ","Zoeterwoude                             "
"BU06380101","Zoeterwoude                             "
"WK063802  ","Zoeterwoude                             "
"BU06380202","Zoeterwoude                             "
"WK063803  ","Zoeterwoude                             "
"BU06380303","Zoeterwoude                             "
"WK063804  ","Zoeterwoude                             "
"BU06380404","Zoeterwoude                             "
"WK063809  ","Zoeterwoude                             "
"BU06380909","Zoeterwoude                             "
"WK063810  ","Zoeterwoude                             "
"BU06381004","Zoeterwoude                             "
"BU06381005","Zoeterwoude                             "
"BU06381006","Zoeterwoude                             "
"BU06381007","Zoeterwoude                             "
"BU06381010","Zoeterwoude                             "
"BU06381011","Zoeterwoude                             "
"BU06381012","Zoeterwoude                             "
"BU06381013","Zoeterwoude                             "
"GM1892    ","Zuidplas                                "
"WK189201  ","Zuidplas                                "
"BU18920101","Zuidplas                                "
"BU18920102","Zuidplas                                "
"BU18920103","Zuidplas                                "
"BU18920104","Zuidplas                                "
"BU18920105","Zuidplas                                "
"BU18920106","Zuidplas                                "
"BU18920107","Zuidplas                                "
"BU18920191","Zuidplas                                "
"WK189202  ","Zuidplas                                "
"BU18920201","Zuidplas                                "
"BU18920202","Zuidplas                                "
"BU18920203","Zuidplas                                "
"BU18920204","Zuidplas                                "
"BU18920205","Zuidplas                                "
"BU18920206","Zuidplas                                "
"BU18920207","Zuidplas                                "
"BU18920208","Zuidplas                                "
"BU18920209","Zuidplas                                "
"BU18920210","Zuidplas                                "
"BU18920211","Zuidplas                                "
"BU18920291","Zuidplas                                "
"BU18920292","Zuidplas                                "
"BU18920293","Zuidplas                                "
"WK189203  ","Zuidplas                                "
"BU18920301","Zuidplas                                "
"BU18920302","Zuidplas                                "
"BU18920303","Zuidplas                                "
"BU18920304","Zuidplas                                "
"BU18920305","Zuidplas                                "
"BU18920306","Zuidplas                                "
"BU18920307","Zuidplas                                "
"BU18920308","Zuidplas                                "
"BU18920309","Zuidplas                                "
"BU18920310","Zuidplas                                "
"BU18920311","Zuidplas                                "
"BU18920399","Zuidplas                                "
"WK189204  ","Zuidplas                                "
"BU18920401","Zuidplas                                "
"BU18920402","Zuidplas                                "
"BU18920403","Zuidplas                                "
"BU18920404","Zuidplas                                "
"BU18920405","Zuidplas                                "
"BU18920406","Zuidplas                                "
"BU18920407","Zuidplas                                "
"BU18920408","Zuidplas                                "
"BU18920409","Zuidplas                                "
"BU18920410","Zuidplas                                "
"BU18920411","Zuidplas                                "
"BU18920412","Zuidplas                                "
"BU18920413","Zuidplas                                "
"BU18920414","Zuidplas                                "
"BU18920415","Zuidplas                                "
"BU18920416","Zuidplas                                "
"BU18920491","Zuidplas                                "
"BU18920492","Zuidplas                                "
"BU18920493","Zuidplas                                "
"GM0879    ","Zundert                                 "
"WK087900  ","Zundert                                 "
"BU08790000","Zundert                                 "
"BU08790009","Zundert                                 "
"WK087901  ","Zundert                                 "
"BU08790100","Zundert                                 "
"BU08790109","Zundert                                 "
"WK087902  ","Zundert                                 "
"BU08790200","Zundert                                 "
"BU08790209","Zundert                                 "
"WK087903  ","Zundert                                 "
"BU08790300","Zundert                                 "
"BU08790309","Zundert                                 "
"WK087904  ","Zundert                                 "
"BU08790400","Zundert                                 "
"BU08790408","Zundert                                 "
"BU08790409","Zundert                                 "
"GM0301    ","Zutphen                                 "
"WK030100  ","Zutphen                                 "
"BU03010000","Zutphen                                 "
"BU03010001","Zutphen                                 "
"BU03010002","Zutphen                                 "
"BU03010003","Zutphen                                 "
"BU03010004","Zutphen                                 "
"WK030101  ","Zutphen                                 "
"BU03010100","Zutphen                                 "
"BU03010101","Zutphen                                 "
"BU03010102","Zutphen                                 "
"BU03010103","Zutphen                                 "
"BU03010104","Zutphen                                 "
"BU03010105","Zutphen                                 "
"BU03010106","Zutphen                                 "
"WK030102  ","Zutphen                                 "
"BU03010200","Zutphen                                 "
"BU03010201","Zutphen                                 "
"BU03010202","Zutphen                                 "
"BU03010203","Zutphen                                 "
"WK030103  ","Zutphen                                 "
"BU03010300","Zutphen                                 "
"BU03010301","Zutphen                                 "
"BU03010302","Zutphen                                 "
"BU03010303","Zutphen                                 "
"BU03010304","Zutphen                                 "
"WK030104  ","Zutphen                                 "
"BU03010400","Zutphen                                 "
"BU03010401","Zutphen                                 "
"BU03010402","Zutphen                                 "
"BU03010403","Zutphen                                 "
"BU03010409","Zutphen                                 "
"WK030105  ","Zutphen                                 "
"BU03010500","Zutphen                                 "
"BU03010501","Zutphen                                 "
"BU03010502","Zutphen                                 "
"BU03010503","Zutphen                                 "
"BU03010509","Zutphen                                 "
"GM1896    ","Zwartewaterland                         "
"WK189600  ","Zwartewaterland                         "
"BU18960000","Zwartewaterland                         "
"BU18960001","Zwartewaterland                         "
"BU18960008","Zwartewaterland                         "
"BU18960009","Zwartewaterland                         "
"BU18960010","Zwartewaterland                         "
"BU18960011","Zwartewaterland                         "
"BU18960012","Zwartewaterland                         "
"BU18960013","Zwartewaterland                         "
"BU18960014","Zwartewaterland                         "
"WK189601  ","Zwartewaterland                         "
"BU18960100","Zwartewaterland                         "
"BU18960101","Zwartewaterland                         "
"BU18960108","Zwartewaterland                         "
"BU18960109","Zwartewaterland                         "
"WK189602  ","Zwartewaterland                         "
"BU18960200","Zwartewaterland                         "
"BU18960201","Zwartewaterland                         "
"BU18960202","Zwartewaterland                         "
"BU18960203","Zwartewaterland                         "
"BU18960204","Zwartewaterland                         "
"BU18960205","Zwartewaterland                         "
"BU18960206","Zwartewaterland                         "
"BU18960207","Zwartewaterland                         "
"WK189603  ","Zwartewaterland                         "
"BU18960307","Zwartewaterland                         "
"BU18960310","Zwartewaterland                         "
"WK189604  ","Zwartewaterland                         "
"BU18960400","Zwartewaterland                         "
"BU18960402","Zwartewaterland                         "
"BU18960403","Zwartewaterland                         "
"BU18960404","Zwartewaterland                         "
"BU18960405","Zwartewaterland                         "
"BU18960406","Zwartewaterland                         "
"BU18960407","Zwartewaterland                         "
"BU18960408","Zwartewaterland                         "
"BU18960409","Zwartewaterland                         "
"BU18960410","Zwartewaterland                         "
"WK189605  ","Zwartewaterland                         "
"BU18960500","Zwartewaterland                         "
"GM0642    ","Zwijndrecht                             "
"WK064201  ","Zwijndrecht                             "
"BU06420101","Zwijndrecht                             "
"BU06420102","Zwijndrecht                             "
"BU06420103","Zwijndrecht                             "
"BU06420104","Zwijndrecht                             "
"BU06420105","Zwijndrecht                             "
"BU06420106","Zwijndrecht                             "
"BU06420107","Zwijndrecht                             "
"BU06420108","Zwijndrecht                             "
"BU06420109","Zwijndrecht                             "
"BU06420110","Zwijndrecht                             "
"BU06420111","Zwijndrecht                             "
"BU06420112","Zwijndrecht                             "
"BU06420113","Zwijndrecht                             "
"BU06420114","Zwijndrecht                             "
"BU06420115","Zwijndrecht                             "
"WK064202  ","Zwijndrecht                             "
"BU06420201","Zwijndrecht                             "
"BU06420202","Zwijndrecht                             "
"BU06420203","Zwijndrecht                             "
"BU06420204","Zwijndrecht                             "
"BU06420205","Zwijndrecht                             "
"BU06420206","Zwijndrecht                             "
"BU06420207","Zwijndrecht                             "
"BU06420208","Zwijndrecht                             "
"BU06420209","Zwijndrecht                             "
"WK064203  ","Zwijndrecht                             "
"BU06420301","Zwijndrecht                             "
"BU06420302","Zwijndrecht                             "
"BU06420303","Zwijndrecht                             "
"BU06420304","Zwijndrecht                             "
"BU06420305","Zwijndrecht                             "
"BU06420306","Zwijndrecht                             "
"BU06420307","Zwijndrecht                             "
